Account,User Name,Followers at Posting,Created,Type,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score
Evie Magazine,eviemagazine,9583,2020-07-30 14:45:30 PDT,Photo,716,31,0,https://www.instagram.com/p/CDSCMEHnhvI/,https://www.instagram.com/p/CDSCMEHnhvI/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/116292836_3378014045583237_7783565703034487414_n.jpg?_nc_cat=102&ccb=2&_nc_sid=8ae9d6&_nc_ohc=5IIiCOAM98MAX_GH6cK&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=e9146defb9e61eb258efcc6588fe120a&oe=602408A8,,"🤔⁠
⁠
⁠#OURrescue #RISEUP #EndHumanTrafficking #RiseUpForChildren #GetLoud #endchildtrafficking #childrenslivesmatter #savethechildren #eviemagazine #seektruthfindbeauty","Brittany Martinez @BritMartinez Imagine if child porn was taken off social media as quickly as the hydroxychloroquine video was. 8:53 AM Jul 29, 2020 Twitter for iPhone 38.1K Retweets and comments 118.2K Likes Evie",,,747,3.01
Brenden Fitzgerald,the_sustainable_ceo,N/A,2020-08-06 10:18:23 PDT,Photo,692,53,0,https://www.instagram.com/p/CDjlOtnpHcA/,https://www.instagram.com/p/CDjlOtnpHcA/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116906231_343805613679141_1318979853249417332_n.jpg?_nc_cat=107&ccb=2&_nc_sid=8ae9d6&_nc_ohc=NjF31Mt2YWwAX-vLoNA&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=2ce47ad0016ad754b3865960b246cecb&oe=6026F8A9,,"NEVER ENDING 5-STEP CYCLE OF CHILD SEX ABUSE.
.
FACT: as soon as one child is discarded, the pedophile is compelled to repeat the cycle, again and again.
.
FACT: a pedophile molests an average of 260 children over his/ her lifetime with ongoing abuse escalating over time and lasting approx 4 years.
.
FACT: pedophiles groom a child until they can trap them into sex and silence. A victim’s silence is a pedophiles greatest power. When a victim is finally ready to break their silence the statute of limitation (SOL) has expired.
.
FACT: short SOLs serve the best interests of pedophiles by providing the perfect legal defense, because once the statue has expired, they cannot be criminally prosecuted.
.
There always have been and always will be pedophiles among us. We must BREAK THEIR CYCLE. To help, we have to eliminate criminal and civil statue of limitations for sex crimes against minors. This will allow victims, when they’re ready, to come forward in their pursuit of justice and healing. Don’t get discouraged, get motivated! Together we will amplify the light on this darkness 🙏
.
#endchildtrafficking 
#childexploitationawareness
.
.
.
Sources: 
American Psychological Association. Understanding child sexual abuse: Education, prevention, and recovery. Washington, DC: Author. (2010)
Becker, Judith. “Offenders: Characteristics and Treatment.” The Future of Children. (1994)
Centers for Disease Control and Prevention. Adverse childhood experiences study: Data and statistics. Atlanta, GA: Centers for Disease Control and Prevention, National Center for Injury Prevention and Control. (2005) 
Snyder, Howard, N. Sexual assault of young children as reported to law enforcement: victim, incident, and offender characteristics. (2000)",NEVER-ENDING 5-STEP CYCLE OF CHILD SEXABUSE STEP #1 THE PEDOPHILE SURVEILS THE CHILD STEP #2 STHE PEDOHDE LURES THE CHILD STEP #3 THE PEDORHDLE GROOMS THE CHILD STEP #4 THE PEDOPHILE SEXUALLY ABUSES THE CHILD STEP #5 THE PEDOPHILE DISCARDS THE CHILD,,,745,-1.65
Truthiscalling,truthiscalling,N/A,2020-08-23 17:21:36 PDT,Video,636,80,6820,https://www.instagram.com/p/CEQHIdIAk9C/,https://www.instagram.com/p/CEQHIdIAk9C/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/118077722_162692328731682_1980956511460819719_n.jpg?_nc_cat=109&ccb=2&_nc_sid=8ae9d6&_nc_ohc=gf7FxOwrr8QAX-o7YdI&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=532afbf70d93e1d49654fbc4c7b3638b&oe=60252C97,,"In other news...

The masses are waking up. 👍

@leonardodafibonacci repurpost
#buckinghampalace #cityoflondon #endchildtrafficking #endhumantrafficking #pedowood #sra #peacefulprotest #awakening #prayforthechildren #timewithjesus #readyourbible #q #qanonposts #qanon #pizzagate #conspiracy #conspiracytheory #wakeuppeople #woke #redpill #redpillbluepill #wwg1wga #christianwalk #dailyscripture #walkbyfaith #prayerworks  #judgementiscoming",Meanwhile At Buckingham Palace 0:24 @Spread Da Truth,,,716,-1.32
Influencers ACT,influencers_act,N/A,2020-07-24 11:24:00 PDT,Photo,631,18,0,https://www.instagram.com/p/CDCOZ0hFQn-/,https://www.instagram.com/p/CDCOZ0hFQn-/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/112659954_2670751469807404_6627131626773924563_n.jpg?_nc_cat=110&ccb=2&_nc_sid=8ae9d6&_nc_ohc=CzhiT_0LIgAAX9CmzLo&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=712f200c491d0e420dc5b0d2b82364e2&oe=60265D99,,"💙Please join us in our fight to end child trafficking. Spreading awareness is a way to make change and bring light into the dark for a child! One rescue mission costs a minimum of $10k, will you stand with us and help us raise the funds to save one child?
💙you can help:

➡️order a shirt or make a donation to our fundraiser, link in bio; all profits are donated to @ourrescue

➡️be a voice for the children missing by Rising Up and Get Loud

➡️please post on July 30, tag the media and government officials,why is no one taking about this very real crisis?

➡️join a demonstration in your area and walk to make a difference! 
⬅️join together with friends and make a grid of photos with a message to spread awareness!
💙
.
.
#enditmovement❌ #ourrescue #endchildtrafficking #saveourchildren #whereareallthechildren #iact #riseup #getloud #july30 #whereisthemediacoverage #stoptrafficking #stopchildtrafficking #makeadifference #beavoice #spreadlight #awarness #bealight #outofshadows","""SPEAK UP FOR THOSE WHO CANNOT SPEAK FOR THEMSELVES"" PROVERBS 31:8 SAVE CHILDREN INFLUENCER AGAINST CHILD TRAFFICKING",,,649,1.74
The TRUTH will set you Free,exposing_the_truth2day,15062,2020-06-25 19:57:08 PDT,IGTV,580,59,7828,https://www.instagram.com/tv/CB4dPl7pU4q/,https://www.instagram.com/tv/CB4dPl7pU4q/,https://scontent-sjc3-1.cdninstagram.com/v/t51.2885-15/106008472_614125675869440_5874988767333472473_n.jpg?_nc_cat=101&_nc_sid=8ae9d6&_nc_ohc=-ueZDhywgXMAX-7y8Yx&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=6ff5fdc0d92184659afdfe1183262317&oe=5F1C2DCE,The Plot Thickens! Save The Children.,"Locals who’ve taken it upon themselves to legally inquire on the #DancingHare [Super Yacht Of Jeffrey Epstein] in Auckland have been met with questionable force by authorities🤔
.
#CirculatingCitizenReport.
.
✅UPDATE:  THE TEAM HAVE FOUND CHILDRENS CLOTHING DUMPED ASWELL AS A FEW OTHER THINGS.
.
✅UPDATE: SOMEONE FROM THE YACHT HAS JUST BEEN SEEN BUSTING THROUGH THE GATE AND TAKING OFF! WAITING ON MORE INFO.
.
✅UPDATE: POLICE AND INTERPOL ON THE SCENE BUT NO ARRESTS HAVE BEEN MADE.
.
✅UPDATE: ATLEAST ONE OF OUR ON SITE TEAM MEMBERS (A SOVEREIGN) HAS NOW BEEN ARRESTED. YOU NEED TO ASK YOURSELF WHY LAW ENFORCEMENT ARE GOING TO THIS EXTENT IF THERE IS NOTHING TO HIDE!.
.
✅UPDATE: MEDIA HAVE FINALLY GOT THEIR ARSES INTO GEAR! HOPEFULLY  THEY WILL REPORT IN TRUTH!.
.
✅UPDATE: MICHELLE IS FREE.
.
✅UPDATE: THIS IS A CALL OUT TO ALL WHĀNAU IN AUCKLAND!
GET YOUR BUTTS DOWN TO SILO MARINA BERTHS 1-4 
HEAPS OF  ACTIVITY THERE TODAY, WE NEED AS MANY EYES AND EARS AS POSSIBLE TO BE WITNESSES AND DOCUMENT EVERYTHING! 
WE WANT TO BOARD THIS YACHT GUYS BUT THEY ARENT GOING TO GIVE UP EASILY ,WE NEED NUMBERS ,NUMBERS, NUMBERS

SO IF YOURE IN THE AREA AND GOT SOME TIME TO GIVE  TO A GOOD CAUSE WE NEED YOU ❤

GET YOUR LIVES ON 
#NOT1MORECHILD
#ENDCHILDTRAFFICKING

DONT JUST LIKE THE POST GUYS SHARE IT...COPY IT ...DO WHATEVER JUST GET THIS AROUND ASAP🏁.
.
❌🐑❌
.
Repost @monzee_thaplug",,,,639,1.67
Juli-Tangled with Taste,tangledwithtaste,38861,2020-07-30 15:32:25 PDT,Photo,565,36,0,https://www.instagram.com/p/CDSHmoOnFX8/,https://www.instagram.com/p/CDSHmoOnFX8/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116156884_315287363001944_508379959782131450_n.jpg?_nc_cat=100&ccb=2&_nc_sid=8ae9d6&_nc_ohc=jXnXynCy7u8AX86WFE5&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=f6974a83ab992f59781228cac8de37f7&oe=60234759,,"Let this day last until every child is saved.⁠⠀
⁠⠀
You've seen the posts flooding your social media feeds. The facts, the statistics, the stories... they're horrifying. And they're real.⁠⠀
⁠⠀
My last two posts discuss ways to get involved and get loud. Here I would like to discuss how to get our own children involved. ⁠⠀
⁠⠀
Why would I want to do that? ⁠⠀
⁠⠀
*Danger: They need to be aware of the dangers that are out there. (including dangers from our own homes. Please visit @collinkartchner's page. He is a warrior for our children and has real life examples of what can happen for kids that are online unaware).⁠⠀
⁠⠀
*Privilege: It's such a humbling and good thing to know where you are privileged. It helps close the doors of entitlement, and opens doors for paying it forward.⁠⠀
⁠⠀
*Protection: One of the best ways to protect someone you love is to arm them with knowledge.⁠⠀
⁠⠀
How can we do this?⁠⠀
⁠⠀
* @OurRescue has many resources for learning the signs of human trafficking. Take the class together. Kids are oftentimes more observant than adults anyway, they could save lives just as well as adults can.⁠⠀
⁠⠀
* Consider Watching Operation Toussaint with them. ⁠⠀
⁠⠀
* Talk about it! Besides getting educated about Human Trafficking, we need to educate our kids NOW about the damage of Porn usage. How it effects and alters our own brains AND how it can destroy lives of the people being exploited to fuel that industry. @Fightthenewdrug has a great resource for how to talk to your teens about pornography. ""You can't be anti-sex trafficking and pro-porn. The one industry supports the other.""⁠⠀
⁠⠀
*Tell the stories. @TimBallard89 and @Childrescuecoalition have stories from survivors.⁠⠀
⁠⠀
WHAT ELSE? Let's open this discussion up. How else can we teach our children about this???⁠⠀
⁠⠀
⁠⠀
#savethechildren #endhumantrafficking #girliseeyou #humantraffickingawareness #stophumantrafficking #enditmovement #operationundergroundrailroad #endsextrafficking #sacethekids #endchildtrafficking #stoptrafficking #fightthenewdrug#crimesagainsthumanity #worlddayagainsttrafficking #whereareallthechildren #wherearethechildren #getloud #riseup⁠⠀
⁠⠀",,,,601,1.08
Influencers ACT,influencers_act,N/A,2020-07-31 11:23:50 PDT,Photo,569,14,0,https://www.instagram.com/p/CDUP8z6DxsV/,https://www.instagram.com/p/CDUP8z6DxsV/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116719914_181715643346748_3401051714629617157_n.jpg?_nc_cat=106&ccb=2&_nc_sid=8ae9d6&_nc_ohc=4-MU4acBS0wAX9zcFIa&_nc_oc=AQlodvMOrc6tuo9rfFbgcSb8_mGce7IFdBH6gwnL9mEpX3jqJYQCp9rrUg2yH8rhBQM&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=207305502edd4c74042b95258b76cdc7&oe=6024D666,,"Yesterday was a momentous day filled with demonstrations and outpouring support. Please, keep using your voice and asking the media for attention, asking your government officials to do more, city officials to acquire better forensics and infrastructures for the police to do their job and bring these criminals in! Demand more outreach programs and aftercare for the survivors rescued! Please, these children need our voice! Don’t let the fight end just because one powerful day is over! Stay powerful, keep rising up, we can end child trafficking!!! 
.
Thank you for your continued support and donations to our fundraiser for @ourrescue 
You still have time to purchase a shirt or make a donation!! 
.
.
#enditmovement❌ #ourrescue #endchildtrafficking #endhumantrafficking #stopchildtrafficking #ourchildrenarenotforsale #influencersact #iact #spreadlight #bealight #useyourvoice #awarness #whereareallthechildren #savethechildren","World day against trafficking in persons is over, but let us not forget all the missing children enslaved. Keep using your voice and speaking out! @luxewithgrace @influencers_act",,,583,1.56
Chelsey / Etsy Shop Owner,casa.de.cowboy,N/A,2020-07-30 06:47:25 PDT,Photo,561,20,0,https://www.instagram.com/p/CDRLhWvJFWX/,https://www.instagram.com/p/CDRLhWvJFWX/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116153906_1150725018632644_6757292355689721873_n.jpg?_nc_cat=109&ccb=2&_nc_sid=8ae9d6&_nc_ohc=5h5N-QW7uo8AX8I9hE1&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=cd1260b3c51b63be48d07871e3147e8e&oe=6025B4F9,,"GET LOUD!! Today is World Day Against Trafficking!!! It’s time to rise up for our children!! As a parent, this pulls so hard on me and makes me extremely sick as to how many children are abused each day, each hour, each second. Stop pretending like it doesn’t happen. The news media will hide this type of news but I WONT! 
•
•

According to OUR, there are more than 2 million child sex slaves worldwide, and more than 30 million people trapped by modern-day slavery. OUR has rescued more than 3,000 children from sex trafficking and has played a part in the arrests of more than 1,500 traffickers worldwide. 
•
•
How can you help? By speaking up today!! Visit @ourrescue for more information!! 
•
•
•
#saveourchildren #ourrescue #endchildtrafficking #worldtraffickingawarenessday #july30 
#riseup #speakup",,,,581,-1.36
Adam Whittington 🇦🇺,adam_whittington23,N/A,2020-09-24 03:47:15 PDT,Photo,428,133,0,https://www.instagram.com/p/CFhDawiFANA/,https://www.instagram.com/p/CFhDawiFANA/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/120089700_321849935549633_4669263403911433410_n.jpg?_nc_cat=108&ccb=2&_nc_sid=8ae9d6&_nc_ohc=Q2TNn-IOz4AAX8-i2Lt&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=95215a471b1e9c243a2f2b0978f3c538&oe=6026BD84,,"Two things which drive me nuts & shows most people don’t care about child trafficking & exploitation. 

1. Seeing the main stream media report more on a shortage of toilet paper then children being raped or sexually abused. 

2. Watching people’s enthusiasm & quickness to post & comment over social media about complete horse crap, & seeing how many others interact with the crap. 

But anyone posting real facts about child trafficking, exploitation or how paedophiles rape or sexually abuse kids, gets ignored or no one is interested. 

It’s like drawing blood out of a stone & the biggest issue is, the paedophiles & traffickers love it. They love everyone staying silent & ignoring these issues. One paedophile we dealt with told me, “ADAM... NO ONE CARES”

Wake up call... there is no other more important pandemic that we must ALL fight, then child trafficking & exploitation. 

Why.... Why do you ignore?

#istandwithprc #projectrescuechildren #wehuntthosewhohuntchildren #endchildexploitation #endchildtrafficking",и PANDEMIC SHOPPER PANIC VAIA 89 NEWS STOLEN SOLD PRC Project Rescue Children RAPED,,,561,5.24
Logan Cunningham,logan_cunningham_countycouncil,N/A,2020-08-19 11:49:45 PDT,Photo,552,9,0,https://www.instagram.com/p/CEFOBNFBHtV/,https://www.instagram.com/p/CEFOBNFBHtV/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/117967083_310013583388850_3965359647933146203_n.jpg?_nc_cat=104&ccb=2&_nc_sid=8ae9d6&_nc_ohc=oLuGwXabYTMAX_Kt862&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=e2c3627ea01e25fb8224fba2490315b9&oe=6024EB63,,"It’s time! 

#timtebow #maga #saveourchildren #endsextrafficking #endchildtrafficking","/FOX NEWS Ghannel ""It's time for Christians around the world to take a stand, to raise our voices and say, No more.' No more will we allow girls and boys, many of whom are just children, to be bought and sold as if they were just products for someone else's personal gain."" -Tim Tebow 1SSION -ㅠ- TTF",,,561,4.09
Darkness to Light,d2lorg,5270,2020-07-30 09:21:39 PDT,Album,510,6,0,https://www.instagram.com/p/CDRdLAqB5eE/,https://www.instagram.com/p/CDRdLAqB5eE/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116698093_238333970487688_7336061443425817855_n.jpg?_nc_cat=101&ccb=2&_nc_sid=8ae9d6&_nc_ohc=HlAu715l030AX_k6iWt&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=d39396f62ea0cb9082b595ce5f32f76c&oe=6023DB9C,,"Today is #worlddayagainsttrafficking so we’re sharing 3 important things to know about #childsextrafficking, also known as the commercial sexual exploitation of children (CSEC).

🛑the bad news is that CSEC happens everyday and in every single community. The average age of CSEC victims reported to our friends @missingkids is 15.

❇️ the good news is that prevention and intervention are possible! There are lots of great resources out there that can make our communities safer. In fact, we’ve developed an evidence-informed training just to help you prevent CSEC in your community. Check out our website to get trained today! #endchildtrafficking #preventionispossible",,,,516,2.8
Vino and Vetos🍷🇺🇸,vinoandvetos,N/A,2020-08-29 17:16:52 PDT,Photo,491,7,0,https://www.instagram.com/p/CEfjZ3rg7XN/,https://www.instagram.com/p/CEfjZ3rg7XN/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/118410290_3242482159167290_2783677972783842376_n.jpg?_nc_cat=106&ccb=2&_nc_sid=8ae9d6&_nc_ohc=-JjAiZuoouUAX-LdnIw&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=ffdca3479041754137a1935b14168329&oe=602571A7,,"AWESOME🙌
.
#operationnotforgotten #stopchildabuse #stopchildtrafficking #savethechildren #endchildtrafficking #endchildabuse #humanrightscampaign #humanrights #maga #maga2020 #kag #kag2020 #makeamericagreatagain #makeamericagreatagain🇺🇸 #keepamericagreat #keepamericagreat2020 #trumpsupporters #trumpsupporter #trumppence #trumppence2020 #trump2020 #trump #trumptrain #trumptrain🚂💨 #womenfortrump #conservativewomen #trumpforpresident #votered #voteredtosaveamerica #votetrump","FOX NEWS channel Fox News 1h ""The message to missing children and their families is that we will never stop looking for you."" A two-week mission to rescue endangered and missing children in Georgia led to the recovery of 39 juveniles and the arrests of nine suspects, the U.S. Marshals Service announced Thursday. i FOX NEWS 3 MIN READ US Marshals find 39 missing children in Georgia in 'Operation Not Forgotten'",,,498,-1.98
Adam Whittington 🇦🇺,adam_whittington23,23555,2020-11-15 03:11:45 PST,Album,414,79,2813,https://www.instagram.com/p/CHm_jsZF73l/,https://www.instagram.com/p/CHm_jsZF73l/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/125040104_151596426679419_2453397979533846124_n.jpg?_nc_cat=109&ccb=2&_nc_sid=8ae9d6&_nc_ohc=ZWtHM2yaDtAAX8xPmR-&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=e9c4c62a85d2f6d9602976e61c1a6de5&oe=60238C59,,"(Swipe left) Rescued & safe! Their first meal in a very long time. This is why we do what we do. This is real news! 

Repost: @projectrescuechildren 

We are excited to report that we have safely rescued five boys between the ages of 10 - 15 yrs. 

Operation Stormtrooper began from a tip off to PRC in June 2020 from Ethiopia. One PRC operative (Stormtrooper) infiltrated what we now know to be a trafficking gang buying and selling boys for the purpose of slavery in foreign countries. 

A highly risky and dangerous infiltration spanning two countries, PRC has miraculously gathering intelligence and a way to rescue some of the children while avoiding local corruption. 

As of Friday we are happy to announce that is just what happened. They are now home in their country. These five amazing boys are real victims of trafficking and slavery forced to work in unbelievable conditions. 

PRC volunteers have been making the appropriate processes to keep them safe and healthy. One of the first things the boys wanted was to eat. It had been days since they had food. 

So our volunteers did just that, we took them to a local restaurant to fill their stomachs. Swipe left to see. 

They are now free, safe and doing well. The boys have also given permission to show their faces as they believe the world should see and know their horrific story and not just see a blurred face. Very strong and courageous boys. They want you to know they are not victims, but fighters for freedom. 

Four traffickers have been arrested in a neighbouring country for the trafficking of children and child labour offences. 
 
PRC 

#istandwithprc #endchildtrafficking #endchildslavery #endchildexploitation #projectrescuechildren #wehuntthosewhohuntchildren",,,,493,1.17
Corissa Furr,corissafurr,30647,2020-08-09 11:21:22 PDT,IGTV,422,67,3876,https://www.instagram.com/tv/CDrajZFBPSO/,https://www.instagram.com/tv/CDrajZFBPSO/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117051875_2634884156768312_7278217966401418877_n.jpg?_nc_cat=109&_nc_sid=8ae9d6&_nc_ohc=ARvxj6rHxigAX_MUWqY&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=ec085ae23e06570d54090776a095a729&oe=5F57B8D6,Big tech giants are out of control.,"-
The kind of censorship taking place is unacceptable. They will censor certain hashtags and “fact check” political views and statements, but they somehow CANNOT get a handle on all of the child porn and exploitation circulating their platforms??? 
-
@project_veritas recently released footage of several facebook employees ADMITTING they are completely biased in the content and accounts they censor. If it doesn’t agree with their personal political views, they block, censor and shadowban these accounts. Zuckerfuck DENIED under OATH that this was happening in his company. So FB employees admit to blatant infringement upon freedom of speech, yet the company has NO STANCE on child pornography, exploitation, human trafficking and the presence of these predators on their platform. They are censoring people and posts who are spreading awareness about this global issue!! I cannot for the life of me think of any reason to censor that unless it’s to protect the vile humans at the top who are profiting off of this $150 billion/year industry!!! None of the big tech giants have even made a single statement as to how they plan to combat this issue. It’s disgusting and disgraceful. But they will certainly prioritize what political narrative they want you to see. Wake up and smell the corruption, people. I WANT TO SEE LEGAL ACTION TAKEN AGAINST ALL OF THEM! And I want to see them DO BETTER when it comes to fighting the issue of REAL harmful content in the form of child porn, pedophilia, and presence of child predators on their platforms. comment if you agree. 

A lot of you have been asking me how you can share my story posts, so I decided to just compile them here into an IGTV so it’s easier to share. 🙏🏼
-
-
-
-
-
-
-
-
- @qanon_obiwan @alphapunisher17 @qthewakeup @allkinds_oftruth @tommygpatriot @greatawakening2 @redpillbabe @iwakesheeple @standup911 @_standup911 
#downwithfacebook #bigtech #corruption #censorship #stopcensoringus #downwithtwitter #zuckerbergisevil #zucksucks #endhumantrafficking #endchildtrafficking #childtrafficking #childporn #childpornonfacebook #facebookisbiased #savethechildren #censored #wakeup",,,,489,2
Vik Grujic,vik_grujic,N/A,2020-07-19 01:23:04 PDT,Photo,390,69,0,https://www.instagram.com/p/CC0RqFKpJAi/,https://www.instagram.com/p/CC0RqFKpJAi/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/113892315_184469273048652_4421185660186643426_n.jpg?_nc_cat=110&ccb=2&_nc_sid=8ae9d6&_nc_ohc=VG2xo-0mXowAX_6IZwE&_nc_oc=AQlmaoxV3BUxaOKfN0tRkmx4Qp4fgTRVM07Jj_P_KN1BawkBpEYoKCWgcfQxV0hJa64&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=6490eedf15ed6dcf4f2998a264b159ba&oe=60244816,,"While the media runs in all directions at a story, they run in the opposite direction from the only one that is important in this world. 
Why?
What happens to these children?
When does this end?

Reposted from @megankoufos When will we stand up and see
.
This isn’t about you or me.
.
This isn’t about right or wrong.
.
Or who sings the best song.
.
This isn’t about left or right.
.
Or fighting over skin like the night.
.
This isn’t about your hair. Or how many likes.
.
Or getting high as a kite.
.
For so long their screams have been unheard.
.
Drowned out by the noise of the world.
.
The distraction. And lies. And manipulation.
.
To take your attention away from our greatest crucifixion
.
That the cries of the children of this world have been ignored.
.
Their blood spilt and stained all over the world.
.
For no longer will I say silent.
.
Why another child cries.
.
No longer will I stand by while another child dies.
.
@voice4ourkids 
.
(Please tag the artist if you know who created this powerful piece - I was not able to find them using the handle on the pic)
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
useyourvoice #voice4ourkids #savethechildren #therising #lightworker #wwg1wga #draintheswamp #thegreatawakening #pedogate #newearth #saveourkids #kidslivesmatter #darktolight #shadow #shadowalchemist #spirituality #conspiracyrealist #notonmywatch #riseup #notonemore #wherearethechildren #strongertogether #wewillnotbesilenced #truth #fallofthecabal #outofshadows #childrenslivesmatter #endchildtrafficking",,,,459,4.1
Amanda Rains,sweetstyleofmineblog,N/A,2020-07-30 16:14:27 PDT,Album,345,107,0,https://www.instagram.com/p/CDSMaaRgr0z/,https://www.instagram.com/p/CDSMaaRgr0z/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/116134392_618437135758586_2294843001961873246_n.jpg?_nc_cat=104&ccb=2&_nc_sid=8ae9d6&_nc_ohc=Qmp1lJwmvZUAX8KIQnG&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=962f752999a0bf88d8dd2d6435b78d74&oe=602664A6,,"#WorldDayAgainstTrafficking 💙
.
I’ve seen an incredible amount of censorship going on via big tech and the main stream media. But one that I cannot stay silent about is Human Trafficking, ESPECIALLY the trafficking of children.
.
There have been so many people coming forward wanting to share vital information with the public, and I’ve seen so many of them get censored. WHY? The main stream media is refusing to cover it, won’t even mention it. WHY? This. Is. Not. Political. Children’s lives should not be politicized. It sickens me to see the MSM care more about pushing a narrative, and silencing those that do not conform to it, than they do about exposing one of the largest, fastest growing global crime industries.
.
Swipe to see some eye opening facts about Human Trafficking 👉
.
What Can We Do??
.
KEEP SHARING 🙌💙
They can censor us, but they cannot silence us. Keep the conversations going!
.
DONATE 💙
Linking a few amazing organizations working to end human trafficking below:
@ourrescue
@childrescuecoalition
@enditmovement
@a21
@savethechildren
@uheroes
.
RESEARCH 💙
One of the most important things you can do to help that doesn’t cost anything is to research this topic and know the signs of human trafficking. Knowing what to look for is SO important, and always: IF YOU SEE SOMETHING, SAY SOMETHING!!
.
National Human Trafficking Hotline:
1 (888) 373-7888
SMS: 233733 (Text ""HELP"" or ""INFO"")
Hours: 24 hours, 7 days a week
Website: humantraffickinghotline.org
.
#savethechildren #globalhumantraffickingawarenessday #humantraffickingawareness #endhumantrafficking #endhumantrafficking❌ #endslavery #endslaverynow #ourrescue #childtraffickingawareness #childtrafficking #endchildtrafficking #endchildabuse #ifyouseesomethingsaysomething",,,,452,-1.21
Adam Whittington 🇦🇺,adam_whittington23,94766,2021-01-08 05:41:59 PST,Photo,421,29,0,https://www.instagram.com/p/CJyTrWflQHn/,https://www.instagram.com/p/CJyTrWflQHn/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/135763114_392319528528923_2938065101425055669_n.jpg?_nc_cat=108&ccb=2&_nc_sid=8ae9d6&_nc_ohc=nA4d9B3xkvQAX8KMwvJ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=de436a75eaa6a436feaa9baeaaaf7253&oe=601F44A5,,"Never fear a coward paedophile. 

They want you to stay silent. 
They want you to ignore these dark topics. 
They want you to care more about toilet paper shortages. 
They want you not to care about kids in other countries they rape. 

Educate yourself in stages. Don’t consume too much darkness in a short time. Understand, there is no easy overnight fix in the fight to keep our kids safe. 

One thing is for sure, no matter how many times you are criticised, attacked or how many social media followers you loose.... we can never stop raising awareness to child trafficking & exploitation. 

If we do stop caring, the paedophiles win & their movement to normalise paedophilia will succeed. 

#endchildexploitation #endchildtrafficking #istandwithprc #projectrescuechildren",,,,450,1.12
