Account,User Name,Followers at Posting,Created,Type,Likes,Comments,Views,URL,Link,Photo,Title,Description,Image Text,Sponsor Id,Sponsor Name,Total Interactions,Overperforming Score
Ang'El,llenehcs_wakupppl,16903,2020-10-03 22:18:23 PDT,Photo,748,19,0,https://www.instagram.com/p/CF6Nu39gXaW/,https://www.instagram.com/p/CF6Nu39gXaW/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/120602673_687209942150967_8689170458604519924_n.jpg?_nc_cat=110&ccb=2&_nc_sid=8ae9d6&_nc_ohc=pXujUnykV38AX81isda&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=3f75ec044a7b51b7372092f5f6fc3bfc&oe=5FCD75A3,,"IT IS NOT ABOUT YOUR HEALTH!! 

If They close all the gyms and stop you exercising but you can go buy cigarettes alcohol and lotto tickets do you really think the government care about health?! 

The lockdowns and government intervention caused more death pain and suffering the the rOna ever will!! 
Do you see it yet 🧐
This is not about a virus stop being ignorant get if your arse and start doing some damn questioning and research!! 
Government corruption is not a theory!! 
The media lying is not a conspiracy!
Your silence is consent!! 
Take of the damn mask 😷 🥊
Turn of the teLIEvision 📺 
Stop this now!!! 
#defundthemedia #fakenews #fakenewsmedia #saveourchildren #wakupppl #medialies #theveilislifting #400yearsisup #spiritvsprincipalities #spiritualwarfare  #thisallendswhenwesayno #nonewnormal #nomask #newworldgovernment
#endthelockdown #agenda21 #agenda21depopulationplan #agenda2030 #oneworldgovernment #arrestbillgates #timefortruth #elite #demonsarereal  #unitedwestand #dividedwefall #prisonplanet #explore #wewillnotbesilenced
rp @defund_the_media","I'M CURIOUS AS TO WHEN THE MEDIA IS GOING TO TELL PEOPLE NOT TO EAT MCDONALD'S, SMOKE CIGARETTES. CONSUME ALCOHOL OR TOUCH LITTLE KIDS. OR WE JUST STICKING TO WEARING MASKS TO _rickilynne_ SAVE LIVES?",,,767,2.44
Stop Child Sex Trafficking,619_stop_child_trafficking,N/A,2020-08-13 22:19:02 PDT,Album,737,30,0,https://www.instagram.com/p/CD25Q_XAapM/,https://www.instagram.com/p/CD25Q_XAapM/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/117407712_223433648989300_6998008247656045996_n.jpg?_nc_cat=107&_nc_sid=8ae9d6&_nc_ohc=uEZLgzgdZ7QAX8RCE4Q&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=3e4ebdf692758f0603a91adcf08c658c&oe=5F602C31,,"We are trending keep it going for the kids!!

Aug 13, 2020 / 04:39 PM EDT / Updated: Aug 13, 2020 / 04:39 PM EDT

Hashtags “Save the Children” and “Save Our Children” drew national attention across social media platforms recently, reaping awareness against human trafficking and action within the nation. As of today, 1.1 million people are talking about #SavetheChildren and 585 thousand are talking about #SaveOurChildren on Facebook. As of August 10, #SavetheChildren was trending on Twitter with 198 thousand tweets.
According to the International Business Times, amid social action a flash rally for the cause was held August 9 in Savannah, GA at which participants rallied against human trafficking while also raising awareness. The International Business Times wrote that those who participated in the social media trend did so in hopes of drawing attention from the authorities so action may be taken, as the participants called this current human trafficking a “pandemic.”
Idaho Falls also took action to raise awareness against the cause recently with a chalk art project, according to East Idaho News. East Idaho New reported that as part of this project volunteers came together to write various messages to gain awareness against child trafficking. Some messages written included “Child Lives Matter” and “I am not for $ale #everychildmatters.” The volunteers of the project said its purpose was to educate others and work to do something to stop trafficking.
Human trafficking is not only a national topic but also a local topic, found in the four states as well. According to the National Human Trafficking Hotline, human trafficking is defined as “a form of modern slavery that occurs in every state.” In 2019 alone, the National Human Trafficking Hotline confirmed 233 cases reported in Missouri with 69 as minors, 86 in Arkansas with 38 as minors, 92 in Kansas with 30 as minors, and 109 in Oklahoma with 23 as minors.
According to SavetheChildren.net, a quarter of trafficking victims are children and due to COVID-19 victims are further isolated, making them harder to reach. Save the Children writes that there are an estimated amount of 40 million trafficking victims",,,,767,1.84
“Where Pretty meets Gritty”,stilettosandshotguns,N/A,2020-09-17 10:02:51 PDT,Photo,655,111,0,https://www.instagram.com/p/CFPs1nlpV5m/,https://www.instagram.com/p/CFPs1nlpV5m/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/119722078_1754006704755684_470170497991881804_n.jpg?_nc_cat=108&_nc_sid=8ae9d6&_nc_ohc=m6ZmPn22W5MAX-JM3RB&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=2d22912f0913be1eb1387c5e4c024860&oe=5F9BCF14,,"And just like that, I became a Ted Cruz fan.
#cancelnetflix #netflixmovies #saveourchildren","TEXAS 'Disturbing, Sen. Ted Cruz calling for federal investigation of Netflix in connection with controversial 'Cuties' film A Sept. 11 news release on the senator's website called Netflix's ""promotion and defense of its new pornographic film sexualizing young children"" disturbing",,,766,1.17
,districtsofcorruption,21667,2020-08-14 17:00:38 PDT,Photo,756,10,0,https://www.instagram.com/p/CD45n3ZgA0M/,https://www.instagram.com/p/CD45n3ZgA0M/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/117526542_223544228985292_9194843511769813766_n.jpg?_nc_cat=105&_nc_sid=8ae9d6&_nc_ohc=wj0g41tbDncAX-opzNs&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=15589de1b785a80a9fbe3a44c43b2f38&oe=5F5E975C,,FUTURE PROVES PAST 😎 “Justice Kavanaugh recently wrote the majority SCOTUS opinion that dealt a small blow to Soros and his Open Society Foundations.” Notice how these  elite pedos love to integrate their “nonprofit” logos to resemble their disgusting symbols? Its no coincidence and they know what it means and can freely funnel their money to each other and these organizations that collect foreign aid and grants... meanwhile they’re actually using it for their underground trafffficking network!!! THIS IS MORE THAN JUST AN ELECTION!!! Get it yet? This is all connected!! #trump #trumptrain #maga #kag #election #election2020 #news #politics #conservative #faith #pray #saveourchildren #truth #woke #wakeup #qanon #makeamericagreatagain,,,,766,1.18
Jeannie,realcubanitalibre,N/A,2020-07-17 02:44:53 PDT,IGTV,737,17,1344,https://www.instagram.com/tv/CCvQRCthkLu/,https://www.instagram.com/tv/CCvQRCthkLu/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/107394511_721317812043421_6523993747553801436_n.jpg?_nc_cat=101&_nc_sid=8ae9d6&_nc_ohc=ScAP98qNzn4AX-s_a2z&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=78de8dbf4355b08aee954655d652f3d7&oe=5F974C97,POTUS speech,"When our President @realdonaldtrump says big things are coming in 8 weeks- you wait & watch #thebest #Trump #45 in action. #itshappening #wethepeople #awakening #citizens of the USA #2a #ditalsoldiers 
#economy #jobs #awakening #unitedstatesofAmerica #military #expose #truth #wakeup #Vote #Red STOP the #left #Nwo #cabal #saveourchildren #Pray #Godisgood  #real #news 
Are you ready?",,,,754,1.48
light-warrrior 💫 ✳️,knowledge_hoarder,N/A,2020-08-25 06:38:24 PDT,IGTV,503,222,20978,https://www.instagram.com/tv/CEUGWFdptiD/,https://www.instagram.com/tv/CEUGWFdptiD/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118293414_779808339491129_2084943868273828533_n.jpg?_nc_cat=101&_nc_sid=8ae9d6&_nc_ohc=2zxHIy82HVAAX9-9PpG&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b4cf4ca6db0331952073d78d535ac74d&oe=5F9707CF,they are attempting to ball up Q with alllll truths 😠😠😠,"they're doing this so they can call #everything a #conspiracy 😡 watch this #video -  how boule a$$ Trevor Noah mentions the #saveourchildren march as a Q March . #incredible , no media coverage about that #losangeles march but here they do mention it but as ""crazy Q stuff"" 😤😤😤🤬 #explorepage",Q @Knowledge_Hoarder THE GREAT AWAKENING DECISION DAYSH TRUMP INSIDE THE QANON CONSPIRACY THEORY MSNBC THEY'RE ATTEMPTING 2 ASSOCIATE W/ALL TRUTHS,,,725,4.19
ROSE Organization,roseorgrescues,10134,2020-11-21 08:39:16 PST,Album,669,44,0,https://www.instagram.com/p/CH3Bz1MAutp/,https://www.instagram.com/p/CH3Bz1MAutp/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/125873953_2819832051626061_8404462168152318414_n.jpg?_nc_cat=103&ccb=2&_nc_sid=8ae9d6&_nc_ohc=ZXHQlB7r4K4AX8sKoCZ&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=82766407321c6c6d5240267bbb4b2c34&oe=5FDEF53A,,"#FloridaHumanTrafficking Ring Busted! Swipe 👈🏼
* 
Sunshine State authorities busted a massive child sex trafficking network — accused of exploiting a single teen — this week, ending a two-year probe that netted 178 arrests, including a high-profile booster for Florida State University, according to a report and police.
* 
The operation, called “Stolen Innocence,” which began in November 2018, wrapped up on Tuesday — and those allegedly involved face charges ranging from solicitation of prostitution to human trafficking of a minor, the Tallahassee Police Department said in a press release.
* 
Several women were also allegedly involved, charged with helping to arrange paid “plays” with the teen in exchange for cash, according to the report.
* 
The teen was rescued by the police department’s Special Victims Unit, and cooperated in efforts to bring charges against those who allegedly exploited her, the outlet reported.
* 
A number of defendants claimed in sworn interviews that the girl’s mother wouldn’t allow anyone to have sex with her teenage daughter unless they came with drugs or money. 
* 
Mothers Please Don’t Sell Your Children! 
* 
#saveourchildren #humantrafficking #childsexabuse #childabuse #badparents #badmother #roseorganization @tonidrivera",,,,713,2.37
"Protect Animals Worldwide, VP",christylee787,95411,2020-07-20 18:41:30 PDT,Photo,663,42,0,https://www.instagram.com/p/CC4tSrKgFfy/,https://www.instagram.com/p/CC4tSrKgFfy/,https://scontent-ort2-2.cdninstagram.com/v/t51.29350-15/114757599_741375053105206_5971744286816459574_n.jpg?_nc_cat=100&_nc_sid=8ae9d6&_nc_ohc=Dhk0BfQC288AX8-B9Zr&_nc_ht=scontent-ort2-2.cdninstagram.com&oh=ddc35b0f5d334d7825f7a36c46640e43&oe=5F3A872B,,"DID YOU KNOW:
According to the National Center for Missing and Exploited Children, roughly 800,000 children are reported missing each year in the United States -- that's roughly 2,000 per day. 
More than 1 million children, according to the International Labour Organization, are exploited each year in the commercial sex trade. 
Human trafficking as defined by the United Nations involves the recruitment, transportation or harboring of a person who has been forced, coerced or deceived into performing commercial sex acts or labor services.
Under U.S. federal law, anyone younger than 18 who engages in commercial sex is considered a human trafficking victim.
The National Human Trafficking Hotline reports that sex trafficking victims in the United States have been found working in residential brothels, escort services, massage parlors, strip clubs and on the streets.
Labor trafficking victims have been rescued from factories, farms, domestic services and small businesses.
•••••••••••••••••••••••○••••••••••••••••••
⚠️To report a possible human trafficking case, call 1-888-373-7888 ( TTY: 711). Or send a text to 233733.
••••••••••••••••••••••••••○••••••••••••••••••
IT IS TIME WE STOP TURNING OUR HEADS TO THINGS THAT MAKE US UNCOMFORTABLE.  WE OWE IT TO THE VICTIMS TO GET LOUD AND PUT A STOP TO THIS!
 #saveourchildren
#endsextrafficking #humantrafficking  #pizzagate #pizzagate2020 #tomhanks #ellendegeneres #hilaryclinton #biden #chrissytiegen #humanrights",I WANNA KNOW WHY MY TIMELINE ISNT FILLED WITH OUTRAGE OVER THE ELITE CHILD SEX TRAFFICKING RING HAPPENING.,,,705,2.46
I. Will. Not. Lie. To. You.,_credible_hulk,N/A,2020-09-17 16:48:04 PDT,Album,630,61,0,https://www.instagram.com/p/CFQbNgZgUZK/,https://www.instagram.com/p/CFQbNgZgUZK/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/119566241_179685967000400_1323372836537740791_n.jpg?_nc_cat=110&_nc_sid=8ae9d6&_nc_aid=0&_nc_ohc=H5avCRl3kv8AX-ej9b5&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=91b3ceaf883cd47349eb600bcfaf0b3e&oe=5F97E4D5,,"It’s very funny that so long ago the mainstream wrote off any accusation of the elite being involved in pedophilia as a wild conspiracy theory. Flash forward to 2020 and suddenly we have movies glamorizing pedophilic behavior, we have top level officials ignoring or partaking in child sex abuse, and we have mainstream outlets defending it pivoting from pedophilia as a disorder to a sexuality. 

Facebook has had many issues with pedophilia, as they sent out a survey asking if pedophiles should be allowed on the platform and if they should be able to post photos. Not to mention they’ve also had instances of trafficking occur on their website without much recourse or closing said loopholes. 

Joe Biden, who has many odd comments and behaviors about children, has campaign surrogates who are engaged in pedophilic acts and a VP that helped promote a fund that got a child abuser released. Endorsements for Biden from a journal that defended pedophilia on the basis of sexuality. Even the legislation in California normalizes relationships between minors and adults, under the guise of sexuality. It seems to go all the way the to the top, not enough getting on these people and even a very jaded, bland response to such behaviors rife through the elite.

Cuties is awarded by Sundance (who’s cofounder was arrested on child sex trafficking) and pushed by Netflix as a critique, when anyone with eyes can see it’s not that. Even Obama and Susan rice (both heavily involved with Netflix) make no pushback against cuties being released, would they want their children filmed or exposed like that?

What do we do from here? Make this a core issue in the campaign. With 800k missing children a year (and 200k never found) we have a massive problem with trafficking from top to bottom. It’s time to protect our children from the actual pedophiles and from the people who seek no action to protect them. -🦂

#cuties #netflix #obama #bidenharris2020 #biden #harris #election2020 #trump #maga #conservative #saveourchildren #protectthechildren #elite #lgbt #california #sb145 #politics #politicalmemes #groyper #lgbt #explorepage",,,,691,1.36
Covid 1984,covid1984__,5892,2020-09-04 17:27:32 PDT,Photo,645,45,0,https://www.instagram.com/p/CEvBZNagrxo/,https://www.instagram.com/p/CEvBZNagrxo/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118701358_127084292118815_5357508095776066507_n.jpg?_nc_cat=106&_nc_sid=8ae9d6&_nc_ohc=4iaRmzbOjQIAX9mwa7K&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=86883be2eff6b3c433c58b8eb2be1699&oe=5F78846C,,"Someone sent in a better photo, of the manure that was kindly left outside NewsCorp.
😂

But this doesn’t mean that I endorse or wish to promote Extinction Rebellion as an organisation or as a movement.

 🐝 #weknowthetruth
#thisendswhenwesayno
#thisallendswhenwesayno
#enoughisenough
#touchonetouchall
#SOS #melbournelockdown2020
#wearethemedia 
#wearethemedianow 
#saveourchildren
#melbournelockdown #melbourne #youareenough #youarethereason #thegreatawakeninguncensored #thegreatawakeninghasbegun #thegreatawakeningworldwide 
#lovewins #truth #justice #humanity #viralpost #love #friends #family #hugs #joy #peace 🦁 

@astralascension83 
“✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨
So many distractions going on but one thing MUST remain clear...
CONSCIOUS uplifting, MASS AWAKENING, and VIBRATING HIGHER DAILY is the MOST important thing now more than ever.
▫️
For they will do ANYTHING and EVERYTHING in their power to take control of the population but CANNOT so long as they continue to lose the target audience.... YOU. CONTINUE to stay Consciously Aware of what's going on and understanding that YOU are the MOST important thing in the world. Without YOU there is NO THEM. LOVE YOU ALL ♥️
✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨✨
▫️
♓♒♑♐♏♎♍♌♋♊♉♈ ⚛️🕉️✡️☸️☯️✝️☦️☪️☮️🕎🔯
3️⃣👁️
Remember to -VIBE HIGH, FOCUS DEEP, NEVER SLEEP, STAY CONSCIOUS. WE SAY IT IS SO AND SO IT IS.
3️⃣👁️”",Extinction Rebellion have dumped a giant pile of manure outside the Sydney headquarters of News Corp. sEws COEP QUIT THE BULLSHIT EL IME RUTH,,,690,5.31
Robert Burale,burale1,354975,2020-12-10 02:56:01 PST,Photo,648,25,0,https://www.instagram.com/p/CInVoZoFGLS/,https://www.instagram.com/p/CInVoZoFGLS/,https://scontent-lax3-1.cdninstagram.com/v/t51.29350-15/129791371_1131419313943591_5485332550774696525_n.jpg?_nc_cat=101&ccb=2&_nc_sid=8ae9d6&_nc_ohc=cNDKmIQWUT0AX_VLd8O&_nc_ht=scontent-lax3-1.cdninstagram.com&oh=3d1265be1fb6468d3d6a9b3325f496fa&oe=5FF76A08,,"Its not all lost .......WE CAN SALVAGE.....Let God be glorified...

Streaming Live on 

ISRAEL ROBERT BURALE (fB)
ROBERT BURALE (FB)
BURALE1(IG & Twitter )
YouTube: Robert Burale The Coach

Tomorrow it is

@benjaminzuluke @carolemandi @graceekirapa @missbettycynthia @gakwandi_ariane @jamesgmaina @gifted_manu",NAKED TRUTH Presents Host RÓBERT YOUTH BURALE Swmmit 11TH DEC 4PM-6PM FLEADERSHIP Benjamin COUNSELL LIFECO COACH Boaz Dollar Maina COHOST AUTHOR SHOW Carole Mandi CARO MEDIA Betty Cynthia activist oundation SREY Grace Ekirapa Host Gakwandi Ariane Founder Mentorship Progt Programme MADGOAT #SAVEOURCHILDREN STREAMING IIVE ON ISRAEL ROBERT BURALE ROBERT BURALE PAGE BURALE1 ROBERT BURALE THE COACH,,,673,-2.16
🇺🇸 Daisy 🇺🇸,daisy.duke.usa,N/A,2020-08-13 23:14:56 PDT,Photo,561,108,0,https://www.instagram.com/p/CD2_qaRAVKT/,https://www.instagram.com/p/CD2_qaRAVKT/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/117393885_374481960207071_1297855193680992324_n.jpg?_nc_cat=106&ccb=2&_nc_sid=8ae9d6&_nc_ohc=0cmhZJJaRa0AX_0MSyr&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=1e7fc04b6b27e7f841c4f07802151394&oe=6026E197,,"Dante Salvador says, “blew his little white privilege brains clean out of his head!” 
What the f*ck?!?
Imagine white people commenting on social media and laughing about ""blowing his black brains clean out of his head"" or saying they deserved it based on ""revenge.""

Where's the news coverage?
Where're the protests?
Where's the justice?!?

Mainstream media remains SILENT on this henious murder. It doesn’t fit their narrative.

Say his name: Cannon Hinnant.😭😭😭
.
.
#sayhisname #cannonhinnant
#tragic #alllivesmatter #childslivesmatter  #mediaindoctrination #childrenlivesmatter #accountabilityinmedia #mainstreammedia #justice #justiceforcannon #saveourchildren #savethechildren #stopkillingbabies #justiceforall",Protect Americans t//.e.m/0// hinnant sessoms/ Like Comment Share shares Relevant Report: Year white Child Execute His Front Yard While Aiding His by His Black Nei... TerreliKent revenge shooting white it's timefor over 532 Share Comment Dante Salvador white rivileged brains head! #BlackLivesMatter #Black there protest??? arrested was penalty previous eplies... chmment Beecher Danso more replies... S writea.comment...,,,669,-2.1
yble1,yble1,N/A,2020-08-20 04:32:01 PDT,Photo,656,8,0,https://www.instagram.com/p/CEHAuDOnX6G/,https://www.instagram.com/p/CEHAuDOnX6G/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118138897_2750301501951856_1201056492051089942_n.jpg?_nc_cat=108&_nc_sid=8ae9d6&_nc_ohc=qylIMbjDjbUAX8SZOC1&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=846955b1367115419f421ca2f9c00dfb&oe=5F969732,,#saveourchildren,"The Media isn't silent on Child Sex Trafficking because of the Children, it's because of who the Customers are. Read that again please.",,,664,-1.13
Christine | Christ-Follower,awaiting.the.king,N/A,2020-09-02 17:48:41 PDT,Photo,639,20,0,https://www.instagram.com/p/CEp6OYqFCBP/,https://www.instagram.com/p/CEp6OYqFCBP/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118600034_316646199555893_6068321826375835931_n.jpg?_nc_cat=103&_nc_sid=8ae9d6&_nc_ohc=oAWXyVKWuVoAX_9cx7X&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=c1631999b9dbb2d11c26cf6ff6478596&oe=5F99411B,,"9/1/2020 — U.S. Marshals successfully recovered 39 missing children in Georgia in a two-week rescue operation.
In August 2020, U.S. Marshals conducted a two-week rescue operation titled “Operation Not Forgotten” to search for endangered missing children. They have recently reported that they were able to successfully recover 39 children and arrested several suspects for their disappearance.
Missing Child Unit and the National Center for Missing and Exploited Children worked together to make this operation possible. State and local agencies also took part to support this operation. A total of 26 children are rescued and 13 others are safely located, ages ranging from 3 to 17.
“The U.S. Marshals Service is fully committed to assisting federal, state, and local agencies with locating and recovering endangered missing children, in addition to their primary fugitive apprehension mission,” Director of the Marshals Service Donald Washington said. “The message to missing children and their families is that we will never stop looking for you.”
Among the rescued children, 15 were identified to be victims of sex trafficking, while others faced physical abuse and medical or mental health issues.
“I have children. I’m sure many of you do as well. These are not my kids and these are not your kids, but actually they are our kids when it’s all said and done,” Donald said to the press.
Authorities also arrested nine criminals connected with the children’s disappearance.
“When we track down fugitives, it’s a good feeling to know that we’re putting the bad guy behind bars. But that sense of accomplishment is nothing compared to finding a missing child,” Darby Kirby, chief of the Missing Child Unit, explained. “It’s hard to put into words what we feel when we rescue a missing child, but I can tell you that this operation has impacted every single one of us out here. We are working to protect them and get them the help they need.” #saveourchildren
(GodTV)",U.S. Marshals Successfully Rescue 39 Missing Children In Georgia,,,659,1.62
𝒸𝒿,wellwithin.wanderings,10568,2020-09-01 22:09:42 PDT,Photo,634,16,0,https://www.instagram.com/p/CEnzTOSBPcw/,https://www.instagram.com/p/CEnzTOSBPcw/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118615567_790461981768444_2844930949633272915_n.jpg?_nc_cat=107&_nc_sid=8ae9d6&_nc_ohc=nHQQWrQpChYAX_RjjEy&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=b1c821e5b9d7a81fcdade494073a6035&oe=5FA0C867,,"Read that circle again.

If this was a shooting, an accident, or a foodborne illness, it would be on everyone’s lips. This is the headline *EVERY SINGLE DAY* for pediatric c@ncer. That’s 2,555 dying and 15,695 hospitalized every year (in the USA alone). Childhood c@ncer does not feel rare to families facing this disease. What if media began to cover c@ncer numbers like they cover c0r0n@ numbers?

I still firmly believe statistics are not destiny. We’ve seen it personally. Lifestyle medicine matters. Environment influences outcomes. Personal responsibility for our health will bring a massive shift in this sphere. Let’s flatten THIS curve.

Through humanity’s widespread lifestyle repentance we can #changetheodds for the next generation. They are not too far gone, we are not past the point of return, the next generation is not beyond saving. Our hearts are turning to the children. If we could only dig in looking for the TRUE ROOT CAUSE(S) + in doing so we may be surprised to also happen upon the CÜRÉ.

I am grateful that today, (regardless of what people have to say about the current administration) for the first time in history, the @whitehouse went gold — WILL YOU?!

If YES ✨🎗💫 please save, comment on + share this post!

And check out/follow these Childhood C orgs we love + recommend supporting:
@kickcancermovement
@maxloveproject
@cancerresponseteam
@zuzasway

#ChildhoodCancer #GoGold #saveourchildren #repent #awakening #familyistherevolution #flippingthescriptparents #believemothers #freedomkeepers #advocatelikeamother #holdtheline #kingdomcome #watchmiracleshappen #endchildhoodcancer","dead, 43 children 7 breaking fe in nelws the today United States @WELLWITHINWANDERINGS",,,650,3.05
Influencers ACT,influencers_act,N/A,2020-07-24 11:24:00 PDT,Photo,631,18,0,https://www.instagram.com/p/CDCOZ0hFQn-/,https://www.instagram.com/p/CDCOZ0hFQn-/,https://scontent-sjc3-1.cdninstagram.com/v/t51.29350-15/112659954_2670751469807404_6627131626773924563_n.jpg?_nc_cat=110&ccb=2&_nc_sid=8ae9d6&_nc_ohc=CzhiT_0LIgAAX9CmzLo&_nc_ht=scontent-sjc3-1.cdninstagram.com&oh=712f200c491d0e420dc5b0d2b82364e2&oe=60265D99,,"💙Please join us in our fight to end child trafficking. Spreading awareness is a way to make change and bring light into the dark for a child! One rescue mission costs a minimum of $10k, will you stand with us and help us raise the funds to save one child?
💙you can help:

➡️order a shirt or make a donation to our fundraiser, link in bio; all profits are donated to @ourrescue

➡️be a voice for the children missing by Rising Up and Get Loud

➡️please post on July 30, tag the media and government officials,why is no one taking about this very real crisis?

➡️join a demonstration in your area and walk to make a difference! 
⬅️join together with friends and make a grid of photos with a message to spread awareness!
💙
.
.
#enditmovement❌ #ourrescue #endchildtrafficking #saveourchildren #whereareallthechildren #iact #riseup #getloud #july30 #whereisthemediacoverage #stoptrafficking #stopchildtrafficking #makeadifference #beavoice #spreadlight #awarness #bealight #outofshadows","""SPEAK UP FOR THOSE WHO CANNOT SPEAK FOR THEMSELVES"" PROVERBS 31:8 SAVE CHILDREN INFLUENCER AGAINST CHILD TRAFFICKING",,,649,1.74
Sooze,citizencrone,880,2020-07-17 00:10:25 PDT,Photo,610,34,0,https://www.instagram.com/p/CCu_wVLAv2Q/,https://www.instagram.com/p/CCu_wVLAv2Q/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/108959210_314079409970471_1266225385490057760_n.jpg?_nc_cat=103&ccb=2&_nc_sid=8ae9d6&_nc_ohc=G_xb0gQnu1IAX9ZsHZ4&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=1fc292aa547029c5b2e5237958a8e2b3&oe=5FDA6C38,,"These sick f*¥is thought they’d get away with their horrors forever. Didn’t count on #hrc losing. Didn’t count on #Trump #Repost @whiterabbithole2020 with @get_repost
・・・
#Saveourchildren
#savethechildren
#pedowood
#hollywoodisevil
#hollywood
#pedogate
#obamagate
#pizzagateisreal
#pizzagate🍕
#davidicke
#davidickewasright
#wwg1wga
#wwg1wgaworldwide
#jeffreyepstein
#jeffreyepsteindidntkillhimself
#isaackappy
#isaackappydidntkillhimself
#ghislainemaxwell
#ghislainemaxwelldidntkillherself
#frazzledrip
#mkultra","OPRAH WINFREY AND HER BFF. THE MAN IN THIS PHOTO IS JOHN OF GOD'; OPRAH PROMOTED HIM AS A MIRACLE ""HEALER"" THIS MAN KEPT WOMEN CHAINED TO IMPREGNATE SO He COULD SELL THE BABIES- FOR ORGAN ADRENACHROME HARVESTING, FOR SEX TRAFFICING, CING FOR SATANIC SACRIFICE AND WHO WHAT ELSE.HE WAS ARRESTED IN DECEMBER 2018. DID YOU HEAR ABOUT IT IN MAIN STREAM MEDIA? NO. WHY? L whiterabbithole2020",,,644,49.54
The TRUTH will set you Free,exposing_the_truth2day,65243,2020-08-30 02:28:32 PDT,Album,610,34,6621,https://www.instagram.com/p/CEgiiX7puwA/,https://www.instagram.com/p/CEgiiX7puwA/,https://scontent-sea1-1.cdninstagram.com/v/t51.29350-15/118454449_171390237825295_8628744361228539507_n.jpg?_nc_cat=109&_nc_sid=8ae9d6&_nc_ohc=3YO2OAbsnWAAX8mxdx6&_nc_ht=scontent-sea1-1.cdninstagram.com&oh=477557b691db43291182e62d65a3ac88&oe=5F72ED35,,"Western Australian police have discovered a child sex ring involving more than 140 underage victims. This is the pandemic that the police should be concentrating on! #Pedophiles #SaveOurChildren 

Rather, the police are more worried about people walking in the streets, people not wearing a facemask, and monitoring social media posts! #Tyranny 🤬",,,,644,1.13
